"gene"	"pve50"	"pge50"	"tissue_type"	"pve_CI"	"pge_CI"
"ENSG00000178462.7"	0.21839235	0.2767292	"Adipose-Subcutaneous_TW"	"0.020984586-0.554934864999999"	"0-0.9557385925"
"ENSG00000173848.14"	0.060059185	0.5132172	"Adipose-Subcutaneous_TW"	"0.00207279-0.2318919025"	"0.02411104925-0.9775926125"
"ENSG00000178372.6"	0.12320265	0.50598485	"Adipose-Subcutaneous_TW"	"0.00610262715-0.38329279"	"0.02371615825-0.9767489125"
"ENSG00000178363.3"	0.038645	0.48404675	"Adipose-Subcutaneous_TW"	"0.001314128875-0.1858538975"	"0.0266324625-0.9759121175"
"ENSG00000196372.8"	0.13439105	0.50009865	"Adipose-Subcutaneous_TW"	"0.00477552895-0.4457549725"	"0-0.9736257175"
"ENSG00000108021.15"	0.060168535	0.43375365	"Adipose-Subcutaneous_TW"	"0.002454969125-0.2725315575"	"0.005777444975-0.9681802575"
"ENSG00000057608.11"	0.35088045	0.7970124	"Adipose-Subcutaneous_TW"	"0.1526866875-0.5605434775"	"0.2248209-0.989336385"
"ENSG00000134461.11"	0.1145547	0.37102555	"Adipose-Subcutaneous_TW"	"0.004792946275-0.45095647"	"0-0.964166615"
"ENSG00000134452.14"	0.11071025	0.4655287	"Adipose-Subcutaneous_TW"	"0.00498113525-0.347007515"	"0.02202788525-0.9682051125"
"ENSG00000134470.15"	0.067733485	0.4108218	"Adipose-Subcutaneous_TW"	"0.002623557-0.29247526"	"0-0.96819873"
"ENSG00000134460.11"	0.26659225	0.4832735	"Adipose-Subcutaneous_TW"	"0.013807773-0.7544901875"	"0.009279983525-0.96745019"
"ENSG00000134453.11"	0.226459	0.3402189	"Adipose-Subcutaneous_TW"	"0.01603224325-0.5811344075"	"0-0.9560942575"
"ENSG00000170525.14"	0.16669555	0.49536525	"Adipose-Subcutaneous_TW"	"0.01112695575-0.46380597"	"0.018198392-0.977928845"
"ENSG00000215244.1"	0.1235383	0.4696184	"Adipose-Subcutaneous_TW"	"0.005997042175-0.3786196575"	"0.01871228625-0.969247015"
"ENSG00000212743.1"	0.098179415	0.2462106	"Adipose-Subcutaneous_TW"	"0.003583324475-0.3600643525"	"0-0.9493840175"
"ENSG00000065675.10"	0.1206132	0.2947349	"Adipose-Subcutaneous_TW"	"0.008270097925-0.398413905"	"0-0.9567230275"
"ENSG00000198879.7"	0.08471226	0.39385935	"Adipose-Subcutaneous_TW"	"0.0029896696-0.348712905"	"0-0.9662290475"
"ENSG00000123243.10"	0.1017509	0.3206021	"Adipose-Subcutaneous_TW"	"0.003307297-0.35265062"	"0-0.960642955"
"ENSG00000151655.13"	0.168951	0.71618125	"Adipose-Subcutaneous_TW"	"0.01156562675-0.3886007"	"0.0150503065-0.9894120075"
"ENSG00000151657.6"	0.20116135	0.2788697	"Adipose-Subcutaneous_TW"	"0.01196640875-0.5496705025"	"0-0.9570142725"
"ENSG00000165629.15"	0.09864066	0.17542205	"Adipose-Subcutaneous_TW"	"0.00353149445-0.356909575"	"0-0.9373471025"
"ENSG00000165632.7"	0.05352134	0.2574534	"Adipose-Subcutaneous_TW"	"0.0018047725-0.2402608125"	"0-0.961150677499999"
"ENSG00000107485.11"	0.12200735	0.40198485	"Adipose-Subcutaneous_TW"	"0.00471032385-0.37812599"	"0-0.975696295"
"ENSG00000048740.12"	0.16824465	0.29630365	"Adipose-Subcutaneous_TW"	"0.0131208385-0.396050245"	"0-0.9626773125"
"ENSG00000148429.9"	0.311635	0.1714782	"Adipose-Subcutaneous_TW"	"0.0455801265-0.591778945"	"0-0.9236625"
"ENSG00000134463.10"	0.373863	0.28646315	"Adipose-Subcutaneous_TW"	"0.0766579495-0.645430239999999"	"0-0.9432052625"
"ENSG00000148426.8"	0.09512636	0.5353169	"Adipose-Subcutaneous_TW"	"0.00304458295-0.3713140375"	"0-0.9802142975"
"ENSG00000151461.15"	0.04999114	0.4672475	"Adipose-Subcutaneous_TW"	"0.00166489995-0.2548918325"	"0.02231299625-0.9809919975"
"ENSG00000181192.7"	0.089172695	0.43497785	"Adipose-Subcutaneous_TW"	"0.002934733225-0.3599516"	"0-0.9667730175"
"ENSG00000065665.16"	0.20698655	0.26400625	"Adipose-Subcutaneous_TW"	"0.01141273475-0.586940142499999"	"0-0.9419169825"
"ENSG00000165609.8"	0.21277665	0.3661471	"Adipose-Subcutaneous_TW"	"0.01182659225-0.5629109725"	"0-0.96921138"
"ENSG00000151465.9"	0.050572865	0.48923455	"Adipose-Subcutaneous_TW"	"0.001805295-0.23870039"	"0.0241605205-0.9700876575"
"ENSG00000183049.8"	0.094590785	0.4851206	"Adipose-Subcutaneous_TW"	"0.004140298275-0.33386907"	"0.0230548245-0.97677446"
"ENSG00000151468.9"	0.09547678	0.48322015	"Adipose-Subcutaneous_TW"	"0.003503320175-0.3498617725"	"0.02289873475-0.97801439"
"ENSG00000123240.12"	0.2232327	0.4761329	"Adipose-Subcutaneous_TW"	"0.0166022195-0.5723413725"	"0.0119448815-0.97126508"
"ENSG00000065328.12"	0.28870655	0.6190388	"Adipose-Subcutaneous_TW"	"0.03562206075-0.579536535"	"0-0.9812744025"
"ENSG00000165623.5"	0.096449065	0.3484942	"Adipose-Subcutaneous_TW"	"0.003342553-0.375710855"	"0-0.954540925"
"ENSG00000107537.9"	0.35167365	0.8059148	"Adipose-Subcutaneous_TW"	"0.072285701-0.60364311"	"0.08722186875-0.9919942175"
"ENSG00000226209.1"	0.04805274	0.3392154	"Adipose-Subcutaneous_TW"	"0.001680359925-0.2155590925"	"0-0.9616489"
"ENSG00000086475.10"	0.20263765	0.1537177	"Adipose-Subcutaneous_TW"	"0.0143232565-0.5405925925"	"0-0.898088479999999"
"ENSG00000165626.12"	0.14917305	0.53219385	"Adipose-Subcutaneous_TW"	"0.004727340775-0.40579506"	"0-0.98348879"
"ENSG00000165630.9"	0.3351956	0.3039183	"Adipose-Subcutaneous_TW"	"0.04489658925-0.68332917"	"0-0.9478125075"
"ENSG00000239665.3"	0.174182	0.306606	"Adipose-Subcutaneous_TW"	"0.01568764575-0.44123069"	"0-0.945824485"
"ENSG00000151474.15"	0.087885955	0.27046285	"Adipose-Subcutaneous_TW"	"0.003647335225-0.344054865"	"0-0.9530251225"
"ENSG00000065809.9"	0.076811295	0.285195	"Adipose-Subcutaneous_TW"	"0.002941464825-0.326272625"	"0-0.94989911"
"ENSG00000185267.5"	0.1369038	0.4783814	"Adipose-Subcutaneous_TW"	"0.007538406575-0.3869007"	"0.0222478775-0.97224691"
"ENSG00000187522.9"	0.0826936	0.372306	"Adipose-Subcutaneous_TW"	"0.003742229225-0.29637585"	"0-0.97049237"
"ENSG00000152455.11"	0.08906997	0.3944056	"Adipose-Subcutaneous_TW"	"0.0030077657-0.344413155"	"0-0.9671189525"
"ENSG00000152457.13"	0.30451125	0.3608538	"Adipose-Subcutaneous_TW"	"0.0446744175-0.605509029999999"	"0.00164228225-0.95609456"
"ENSG00000197889.5"	0.05997457	0.27434985	"Adipose-Subcutaneous_TW"	"0.001687509925-0.2498281675"	"0-0.9548502"
"ENSG00000152463.10"	0.058807415	0.25225845	"Adipose-Subcutaneous_TW"	"0.001674637975-0.271019635"	"0-0.95701138"
"ENSG00000176244.6"	0.20187855	0.32610435	"Adipose-Subcutaneous_TW"	"0.0145597905-0.4935995"	"0-0.9531261425"
"ENSG00000176236.4"	0.03974115	0.16844745	"Adipose-Subcutaneous_TW"	"0.001180526275-0.20802238"	"0-0.95200807"
"ENSG00000152464.10"	0.10427125	0.40632815	"Adipose-Subcutaneous_TW"	"0.004284128175-0.363486324999999"	"0-0.9646451"
"ENSG00000152465.13"	0.07661203	0.21375345	"Adipose-Subcutaneous_TW"	"0.0026474796-0.33533724"	"0-0.9442728275"
"ENSG00000148468.12"	0.097183295	0.30222595	"Adipose-Subcutaneous_TW"	"0.004117852-0.3451760175"	"0-0.9569666375"
"ENSG00000077943.7"	0.066397885	0.39864335	"Adipose-Subcutaneous_TW"	"0.0028218058-0.26702698"	"0-0.967899"
"ENSG00000148481.9"	0.08632427	0.3698757	"Adipose-Subcutaneous_TW"	"0.003451992475-0.3481879425"	"0-0.9601270175"
"ENSG00000165983.10"	0.2178507	0.33193615	"Adipose-Subcutaneous_TW"	"0.01850774-0.49133313"	"0-0.947142415"
"ENSG00000165985.8"	0.75100615	0.92335075	"Adipose-Subcutaneous_TW"	"0.6438114-0.8482277125"	"0.8014323-0.9951044"
"ENSG00000148484.13"	0.32583375	0.8145562	"Adipose-Subcutaneous_TW"	"0.1511398825-0.514526975"	"0.4284979975-0.991928365"
"ENSG00000107611.10"	0.15769415	0.26943805	"Adipose-Subcutaneous_TW"	"0.011501924-0.38630654"	"0-0.9680751"
"ENSG00000107614.17"	0.1738728	0.69740035	"Adipose-Subcutaneous_TW"	"0.01695570825-0.3711066"	"0-0.98911932"
"ENSG00000026025.9"	0.16128055	0.2719422	"Adipose-Subcutaneous_TW"	"0.00989762995-0.4412221925"	"0-0.9471715975"
"ENSG00000148488.11"	0.059891075	0.4078112	"Adipose-Subcutaneous_TW"	"0.0021008655-0.250807205"	"0-0.965180705"
"ENSG00000165996.9"	0.06991464	0.37070595	"Adipose-Subcutaneous_TW"	"0.0026261462-0.3023459975"	"0-0.9693481"
"ENSG00000136738.10"	0.044059055	0.3005234	"Adipose-Subcutaneous_TW"	"0.001407471-0.2141355825"	"0-0.9660343375"
"ENSG00000148483.7"	0.092350145	0.3140121	"Adipose-Subcutaneous_TW"	"0.003994914525-0.329106545"	"0-0.9594505575"
"ENSG00000183748.4"	0.2656817	0.84831305	"Adipose-Subcutaneous_TW"	"0.1029902325-0.446957"	"0.4150283-0.992643675"
"ENSG00000184040.7"	0.22291895	0.3682193	"Adipose-Subcutaneous_TW"	"0.02368352275-0.4840749775"	"0-0.95528067"
"ENSG00000120586.4"	0.231014	0.77970355	"Adipose-Subcutaneous_TW"	"0.0275278865-0.427510035"	"0-0.990903175"
"ENSG00000148482.7"	0.16339945	0.4903103	"Adipose-Subcutaneous_TW"	"0.01214793225-0.433651059999999"	"0.02847806825-0.971177905"
"ENSG00000165995.14"	0.05889701	0.3823309	"Adipose-Subcutaneous_TW"	"0.0023782496-0.273849235"	"0-0.9681884725"
"ENSG00000241058.1"	0.2566066	0.78982625	"Adipose-Subcutaneous_TW"	"0.0546101595-0.4702069125"	"0.02597353475-0.9913108225"
"ENSG00000165997.4"	0.02959606	0.44979205	"Adipose-Subcutaneous_TW"	"0.0011379346-0.15323747"	"0.01246514875-0.971297"
"ENSG00000204740.5"	0.5642331	0.83127045	"Adipose-Subcutaneous_TW"	"0.107807935-0.8249653"	"0.16856432-0.9926332975"
"ENSG00000120594.11"	0.08252684	0.50473215	"Adipose-Subcutaneous_TW"	"0.00415388465-0.3302310075"	"0.02983427675-0.97626002"
"ENSG00000078114.14"	0.084504015	0.3004399	"Adipose-Subcutaneous_TW"	"0.003426555025-0.29548608"	"0-0.9569028075"
"ENSG00000204683.6"	0.04837285	0.4324426	"Adipose-Subcutaneous_TW"	"0.0019411016-0.2174157625"	"0.000542393232500002-0.9719314825"
"ENSG00000204682.5"	0.056812435	0.37367465	"Adipose-Subcutaneous_TW"	"0.00216018765-0.23746287"	"0-0.96242229"
"ENSG00000180592.12"	0.1287868	0.26508025	"Adipose-Subcutaneous_TW"	"0.00681062175-0.3938482325"	"0-0.9452080475"
"ENSG00000078403.12"	0.11981075	0.4350877	"Adipose-Subcutaneous_TW"	"0.00835668555-0.346012885"	"0.003271970575-0.97332682"
"ENSG00000136770.6"	0.045643345	0.3161397	"Adipose-Subcutaneous_TW"	"0.0014623393-0.226388975"	"0-0.9572620575"
"ENSG00000223601.2"	0.079488165	0.38939515	"Adipose-Subcutaneous_TW"	"0.003242324225-0.29650611"	"0-0.967611875"
"ENSG00000148444.11"	0.08691603	0.37766445	"Adipose-Subcutaneous_TW"	"0.004646236725-0.292234474999999"	"0-0.964841865"
"ENSG00000168283.9"	0.03556433	0.32109825	"Adipose-Subcutaneous_TW"	"0.0012807801-0.176456545"	"0-0.968060314999999"
"ENSG00000077327.11"	0.04087629	0.4582397	"Adipose-Subcutaneous_TW"	"0.001768920475-0.2177631775"	"0.013613922-0.972911565"
"ENSG00000150867.9"	0.1519754	0.3283668	"Adipose-Subcutaneous_TW"	"0.011983081-0.4449879625"	"0-0.9597275675"
"ENSG00000165309.9"	0.045060835	0.394037	"Adipose-Subcutaneous_TW"	"0.00186418925-0.2253368275"	"0-0.96931624"
"ENSG00000148450.8"	0.13997635	0.47326515	"Adipose-Subcutaneous_TW"	"0.01094922375-0.3863687475"	"0.01984669575-0.9753478075"
"ENSG00000168267.5"	0.04567252	0.335774	"Adipose-Subcutaneous_TW"	"0.001140275-0.2582088775"	"0-0.96786916"
"ENSG00000204566.6"	0.094868665	0.3458735	"Adipose-Subcutaneous_TW"	"0.004724863675-0.3251215725"	"0-0.96092817"
"ENSG00000179133.7"	0.12182905	0.427589	"Adipose-Subcutaneous_TW"	"0.007479226075-0.3817259275"	"0-0.9715469775"
"ENSG00000165312.5"	0.06108955	0.4579834	"Adipose-Subcutaneous_TW"	"0.002675104675-0.243559115"	"0.01137691875-0.9677520775"
"ENSG00000120549.11"	0.079548505	0.30049825	"Adipose-Subcutaneous_TW"	"0.0030729543-0.2930389875"	"0-0.960713335"
"ENSG00000269879.1"	0.042836355	0.4903995	"Adipose-Subcutaneous_TW"	"0.001644975475-0.208666825"	"0.0225460745-0.9703179"
"ENSG00000107863.12"	0.2013701	0.47051805	"Adipose-Subcutaneous_TW"	"0.0133131685-0.52914546"	"0.01912886525-0.9708624775"
"ENSG00000099256.14"	0.1435703	0.3790627	"Adipose-Subcutaneous_TW"	"0.005514614175-0.4115092575"	"0-0.96691385"
"ENSG00000151023.12"	0.087939725	0.4231814	"Adipose-Subcutaneous_TW"	"0.0034120526-0.31914071"	"0.001605601275-0.970679565"
"ENSG00000185875.8"	0.09937938	0.45661265	"Adipose-Subcutaneous_TW"	"0.003579092825-0.366812475"	"0-0.9767919"
"ENSG00000151025.9"	0.20189875	0.3376285	"Adipose-Subcutaneous_TW"	"0.0233439135-0.4511984875"	"0-0.963963195"
"ENSG00000095777.10"	0.03578178	0.36129905	"Adipose-Subcutaneous_TW"	"0.001288060675-0.1678271375"	"0-0.9657247"
"ENSG00000136750.7"	0.1779278	0.4739368	"Adipose-Subcutaneous_TW"	"0.01756829825-0.41534687"	"0.000107090285-0.97411945"
"ENSG00000077420.11"	0.13380455	0.4934708	"Adipose-Subcutaneous_TW"	"0.01317795975-0.333865165"	"0.0205012595-0.9746483675"
"ENSG00000148459.11"	0.2169566	0.2497382	"Adipose-Subcutaneous_TW"	"0.0141557635-0.5676990475"	"0-0.92493518"
"ENSG00000136754.12"	0.03469425	0.2066993	"Adipose-Subcutaneous_TW"	"0.001043657725-0.17490353"	"0-0.9505974025"
"ENSG00000107890.12"	0.02422419	0.23662655	"Adipose-Subcutaneous_TW"	"0.0007429327025-0.1325770675"	"0-0.9447099"
"ENSG00000136758.14"	0.1068276	0.59409105	"Adipose-Subcutaneous_TW"	"0.00270472805-0.362831345"	"0-0.98361872"
"ENSG00000120539.10"	0.4957353	0.9372369	"Adipose-Subcutaneous_TW"	"0.3334913-0.6456805325"	"0.69415026-0.9961726875"
"ENSG00000107897.14"	0.057329825	0.2299197	"Adipose-Subcutaneous_TW"	"0.00200760895-0.24011629"	"0-0.952810125"
"ENSG00000182077.6"	0.30984805	0.8302474	"Adipose-Subcutaneous_TW"	"0.1196952325-0.5095399175"	"0.218143015-0.9927838"
"ENSG00000099246.12"	0.1070895	0.49950725	"Adipose-Subcutaneous_TW"	"0.005506554625-0.3421182625"	"0.02440868225-0.975685235"
"ENSG00000150051.9"	0.064368445	0.48256605	"Adipose-Subcutaneous_TW"	"0.002726021-0.2767485825"	"0.01485731825-0.9650196425"
"ENSG00000169126.11"	0.1683523	0.2459531	"Adipose-Subcutaneous_TW"	"0.009717834-0.47203393"	"0-0.9350252275"
"ENSG00000150054.14"	0.23883335	0.48281915	"Adipose-Subcutaneous_TW"	"0.03023158275-0.4880867975"	"0.01510534425-0.972805095"
"ENSG00000095787.16"	0.05580449	0.3763448	"Adipose-Subcutaneous_TW"	"0.002291591-0.23595536"	"0-0.9675926625"
"ENSG00000095739.7"	0.0494975	0.35396495	"Adipose-Subcutaneous_TW"	"0.001847557625-0.2150107025"	"0-0.9624645175"
"ENSG00000204365.2"	0.6844334	0.9148229	"Adipose-Subcutaneous_TW"	"0.6399594-0.6844334"	"0.9148229-0.9833311"
"ENSG00000120563.4"	0.11198655	0.4657527	"Adipose-Subcutaneous_TW"	"0.005427730675-0.356627885"	"0-0.9742449725"
"ENSG00000197321.10"	0.11573465	0.34737875	"Adipose-Subcutaneous_TW"	"0.0053167775-0.3936571025"	"0-0.9566991225"
"ENSG00000165757.8"	0.07197805	0.23378625	"Adipose-Subcutaneous_TW"	"0.0021146859-0.302683295"	"0-0.95842309"
"ENSG00000107951.7"	0.082334525	0.4972894	"Adipose-Subcutaneous_TW"	"0.00332293-0.349622435"	"0.027782556-0.97201144"
"ENSG00000107968.5"	0.079499935	0.3985815	"Adipose-Subcutaneous_TW"	"0.0028536886-0.3298838875"	"0-0.972468455"
"ENSG00000151033.7"	0.092288195	0.3318781	"Adipose-Subcutaneous_TW"	"0.00384025245-0.325294325"	"0-0.96090283"
"ENSG00000183621.10"	0.10726875	0.32276405	"Adipose-Subcutaneous_TW"	"0.005979048925-0.325569035"	"0-0.9518021825"
"ENSG00000148516.17"	0.07388634	0.5142435	"Adipose-Subcutaneous_TW"	"0.00344764655-0.2678228175"	"0.0264132685-0.973763865"
"ENSG00000165322.13"	0.067687615	0.29794315	"Adipose-Subcutaneous_TW"	"0.002879115775-0.250369095"	"0-0.96210969"
"ENSG00000170759.10"	0.1183239	0.24058325	"Adipose-Subcutaneous_TW"	"0.006169729025-0.365857905"	"0-0.95124889"
"ENSG00000120616.11"	0.06792492	0.3271968	"Adipose-Subcutaneous_TW"	"0.00229350855-0.2745892"	"0-0.9629822"
"ENSG00000216937.7"	0.1284264	0.37356835	"Adipose-Subcutaneous_TW"	"0.009491313625-0.3566368725"	"0-0.9599742575"
"ENSG00000150076.18"	0.400859	0.5513878	"Adipose-Subcutaneous_TW"	"0.164573675-0.608922435"	"0-0.9773536"
"ENSG00000150093.14"	0.21818415	0.43781725	"Adipose-Subcutaneous_TW"	"0.0186149365-0.5067548"	"0-0.971284635"
"ENSG00000099250.12"	0.06545009	0.4590582	"Adipose-Subcutaneous_TW"	"0.002373677725-0.2748223725"	"0.0130114075-0.9685734475"
"ENSG00000148498.11"	0.064297555	0.34227105	"Adipose-Subcutaneous_TW"	"0.0020891495-0.2746399325"	"0-0.965081985"
"ENSG00000108094.10"	0.04721673	0.33806345	"Adipose-Subcutaneous_TW"	"0.0013536136-0.2064255"	"0-0.9673588925"
"ENSG00000095794.15"	0.02563946	0.4350434	"Adipose-Subcutaneous_TW"	"0.000735608165-0.1378494425"	"0-0.970843545"
"ENSG00000108100.13"	0.13172905	0.6345848	"Adipose-Subcutaneous_TW"	"0.01731371825-0.301079375"	"0-0.9924933325"
"ENSG00000177291.3"	0.082270025	0.4417388	"Adipose-Subcutaneous_TW"	"0.004294654875-0.288390269999999"	"0.001603182975-0.9730402"
"ENSG00000177283.4"	0.09912142	0.35938265	"Adipose-Subcutaneous_TW"	"0.004021443375-0.3288212"	"0-0.9648126075"
"ENSG00000229644.4"	0.07444799	0.42303505	"Adipose-Subcutaneous_TW"	"0.00279853735-0.2947316775"	"0-0.96739652"
"ENSG00000148513.13"	0.02896327	0.4904235	"Adipose-Subcutaneous_TW"	"0.001478559-0.1584445025"	"0.0183791015-0.97217024"
"ENSG00000198105.7"	0.1037488	0.407106	"Adipose-Subcutaneous_TW"	"0.0110651085-0.3094947825"	"0-0.966072685"
"ENSG00000175395.11"	0.2119161	0.43765665	"Adipose-Subcutaneous_TW"	"0.07782943075-0.4122025525"	"0-0.983290835"
"ENSG00000189180.11"	0.02716175	0.41004395	"Adipose-Subcutaneous_TW"	"0.00073835304-0.18357967"	"0-0.968339865"
"ENSG00000075407.12"	0.06532467	0.4305543	"Adipose-Subcutaneous_TW"	"0.0026019997-0.3534892575"	"0-0.96422816"
"ENSG00000225119.3"	0.1974185	0.4438124	"Adipose-Subcutaneous_TW"	"0.0229949435-0.59179391"	"0-0.9620053375"
"ENSG00000196693.10"	0.2740703	0.7139224	"Adipose-Subcutaneous_TW"	"0.09576805575-0.4928347"	"0-0.98588121"
"ENSG00000165733.6"	0.06664909	0.4919674	"Adipose-Subcutaneous_TW"	"0.0034279339-0.24115209"	"0.02375763175-0.9716746075"
"ENSG00000165731.13"	0.08793461	0.4529741	"Adipose-Subcutaneous_TW"	"0.003944709875-0.301372415"	"0-0.97891127"
"ENSG00000169826.6"	0.479715	0.612296	"Adipose-Subcutaneous_TW"	"0.27510189-0.64806272"	"0.02924401675-0.98025529"
"ENSG00000198915.7"	0.095203755	0.3934692	"Adipose-Subcutaneous_TW"	"0.0044266552-0.3240870225"	"0-0.9646376475"
"ENSG00000150201.10"	0.040136685	0.29846015	"Adipose-Subcutaneous_TW"	"0.0013959133-0.1964507625"	"0-0.96337371"
"ENSG00000169813.12"	0.05854827	0.493203	"Adipose-Subcutaneous_TW"	"0.00269251-0.232937165"	"0.025665565-0.97511409"
"ENSG00000243660.5"	0.054500515	0.2633962	"Adipose-Subcutaneous_TW"	"0.00170781465-0.22978375"	"0-0.9535760075"
"ENSG00000196793.9"	0.05216504	0.4669453	"Adipose-Subcutaneous_TW"	"0.002113778875-0.239054225"	"0.005802821375-0.9736101425"
"ENSG00000198298.8"	0.041601165	0.3975676	"Adipose-Subcutaneous_TW"	"0.001435464-0.1827450175"	"0-0.9729716075"
"ENSG00000169740.9"	0.13467735	0.3819072	"Adipose-Subcutaneous_TW"	"0.006061939275-0.42436885"	"0-0.968975905"
"ENSG00000107562.12"	0.1245346	0.4916118	"Adipose-Subcutaneous_TW"	"0.007755979475-0.3497442175"	"0.02156170825-0.97177285"
"ENSG00000187783.7"	0.13589795	0.4349246	"Adipose-Subcutaneous_TW"	"0.008758745825-0.374549159999999"	"0-0.970806345"
"ENSG00000107551.15"	0.14430765	0.5082993	"Adipose-Subcutaneous_TW"	"0.0148857315-0.374567732499999"	"0.02224019425-0.97674414"
"ENSG00000165507.8"	0.1226691	0.47784205	"Adipose-Subcutaneous_TW"	"0.00985332055-0.30758446"	"0.01800127725-0.976608355"
"ENSG00000165511.4"	0.27201925	0.6465498	"Adipose-Subcutaneous_TW"	"0.06813179325-0.482632347499999"	"0.02993935-0.98025612"
"ENSG00000165512.4"	0.05151037	0.4853693	"Adipose-Subcutaneous_TW"	"0.0024939267-0.1976555025"	"0.02140512875-0.9734568"
"ENSG00000256574.2"	0.23866365	0.4204761	"Adipose-Subcutaneous_TW"	"0.05814352975-0.445190495"	"0-0.9683985575"
"ENSG00000012779.6"	0.1322147	0.3354133	"Adipose-Subcutaneous_TW"	"0.007744988775-0.351691815"	"0-0.9679591"
"ENSG00000165406.11"	0.16619365	0.3417723	"Adipose-Subcutaneous_TW"	"0.02104162625-0.3736262625"	"0-0.96435468"
"ENSG00000172671.15"	0.099870885	0.45777385	"Adipose-Subcutaneous_TW"	"0.00662384-0.2874137575"	"0-0.9711588475"
"ENSG00000172661.13"	0.16322985	0.60230505	"Adipose-Subcutaneous_TW"	"0.02327346875-0.3648196575"	"0-0.97841292"
"ENSG00000231122.3"	0.05087527	0.31739855	"Adipose-Subcutaneous_TW"	"0.0020051696-0.20282585"	"0-0.9577138725"
"ENSG00000188234.9"	0.29932065	0.8111645	"Adipose-Subcutaneous_TW"	"0.1277309275-0.4816007625"	"0.0389972895-0.9925951"
"ENSG00000204179.6"	0.14520915	0.32450565	"Adipose-Subcutaneous_TW"	"0.01408261125-0.3909623925"	"0-0.9645309575"
"ENSG00000204176.8"	0.026353585	0.49602045	"Adipose-Subcutaneous_TW"	"0.0009257744875-0.136463025"	"0.02373021-0.9711554975"
"ENSG00000204175.4"	0.15906115	0.51083345	"Adipose-Subcutaneous_TW"	"0.023907893-0.3579467975"	"0-0.9837368"
"ENSG00000204174.2"	0.12034005	0.2955307	"Adipose-Subcutaneous_TW"	"0.0077911552-0.3273942975"	"0-0.95392815"
"ENSG00000150165.13"	0.17950145	0.2987375	"Adipose-Subcutaneous_TW"	"0.0142067005-0.4435457975"	"0-0.9406618"
"ENSG00000189090.7"	0.4456431	0.8663109	"Adipose-Subcutaneous_TW"	"0.2823305-0.6017379"	"0.6984864-0.9781147"
